Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Brazil,Serie A,2020,24/01/2021,21:15,Santos,Goias,3,4,A,1.36,5.28,8.9,1.41,5.28,9.5,1.36,4.87,8.17
Brazil,Serie A,2020,24/01/2021,21:15,Sport Recife,Bahia,2,0,H,3.05,3.19,2.55,3.08,3.3,2.6,2.91,3.12,2.48
Brazil,Serie A,2020,24/01/2021,23:30,Fluminense,Botafogo RJ,2,0,H,2.23,3.31,3.52,2.23,3.36,3.98,2.09,3.23,3.61
Brazil,Serie A,2020,25/01/2021,23:00,Corinthians,Bragantino,0,2,A,2.6,3.45,2.79,2.69,3.45,2.85,2.54,3.29,2.71
Brazil,Serie A,2020,26/01/2021,23:00,Atletico-MG,Santos,2,0,H,1.21,6.78,15.14,1.24,7.6,17,1.19,6.54,13.41
Brazil,Serie A,2020,26/01/2021,23:00,Palmeiras,Vasco,1,1,D,2.08,3.32,3.95,2.15,3.44,4.01,2.06,3.22,3.71
Brazil,Serie A,2020,28/01/2021,22:00,Bahia,Corinthians,2,1,H,2.31,3.4,3.27,2.39,3.43,3.3,2.26,3.27,3.16
Brazil,Serie A,2020,28/01/2021,23:00,Gremio,Flamengo RJ,2,4,A,3.21,3.52,2.28,3.21,3.54,2.36,3,3.4,2.28
Brazil,Serie A,2020,31/01/2021,19:00,Atletico GO,Sao Paulo,2,1,H,3.97,3.6,1.98,4.01,3.72,2.06,3.79,3.46,1.97
Brazil,Serie A,2020,31/01/2021,19:00,Ceara,Athletico-PR,0,2,A,2.16,3.37,3.64,2.24,3.43,3.8,2.13,3.25,3.48
Brazil,Serie A,2020,31/01/2021,19:00,Coritiba,Gremio,1,1,D,4.24,3.37,1.99,4.26,3.4,2.05,3.98,3.24,1.98
Brazil,Serie A,2020,31/01/2021,19:00,Vasco,Bahia,0,0,D,2.31,3.22,3.44,2.4,3.24,3.56,2.28,3.1,3.29
Brazil,Serie A,2020,31/01/2021,20:00,Atletico-MG,Fortaleza,2,0,H,1.48,4.47,7.13,1.49,4.75,8,1.45,4.31,6.86
Brazil,Serie A,2020,31/01/2021,21:15,Internacional,Bragantino,2,1,H,2.27,3.28,3.47,2.3,3.43,3.59,2.2,3.19,3.37
Brazil,Serie A,2020,31/01/2021,23:30,Fluminense,Goias,3,0,H,1.76,3.74,4.99,1.78,4.11,5.3,1.7,3.72,4.83
Brazil,Serie A,2020,01/02/2021,23:00,Sport Recife,Flamengo RJ,0,3,A,8.97,5.39,1.35,9.5,5.5,1.38,8.36,5.06,1.34
Brazil,Serie A,2020,02/02/2021,19:00,Palmeiras,Botafogo RJ,1,1,D,1.5,4.54,6.59,1.56,4.57,7,1.49,4.25,6.28
Brazil,Serie A,2020,03/02/2021,19:00,Gremio,Santos,3,3,D,1.7,3.83,5.34,1.76,3.88,5.58,1.68,3.67,5.07
Brazil,Serie A,2020,03/02/2021,22:15,Bragantino,Atletico GO,2,0,H,1.6,4.19,5.81,1.69,4.24,6.05,1.59,3.94,5.45
Brazil,Serie A,2020,04/02/2021,00:30,Bahia,Fluminense,0,1,A,2.8,3.26,2.7,2.88,3.5,2.73,2.72,3.15,2.63
Brazil,Serie A,2020,04/02/2021,00:30,Corinthians,Ceara,2,1,H,2.04,3.4,4.01,2.11,3.65,4.24,1.99,3.36,3.76
Brazil,Serie A,2020,04/02/2021,00:30,Goias,Atletico-MG,1,0,H,7.36,5.07,1.42,8,5.07,1.44,7.04,4.69,1.41
Brazil,Serie A,2020,04/02/2021,21:30,Fortaleza,Coritiba,3,1,H,1.6,3.88,6.53,1.61,4.1,6.78,1.56,3.8,6.23
Brazil,Serie A,2020,05/02/2021,00:00,Athletico-PR,Internacional,0,0,D,3.25,3.07,2.5,3.4,3.34,2.52,3.15,3.03,2.41
Brazil,Serie A,2020,05/02/2021,00:00,Flamengo RJ,Vasco,2,0,H,1.3,5.98,10.05,1.35,6,10.5,1.29,5.51,9.42
Brazil,Serie A,2020,05/02/2021,23:00,Botafogo RJ,Sport Recife,0,1,A,2.83,3.23,2.7,2.89,3.4,2.82,2.73,3.06,2.67
Brazil,Serie A,2020,06/02/2021,22:00,Bahia,Goias,3,3,D,1.63,4.09,5.55,1.69,4.09,5.75,1.62,3.88,5.18
Brazil,Serie A,2020,07/02/2021,00:00,Atletico GO,Santos,1,1,D,2.48,3.32,3.04,2.52,3.33,3.1,2.44,3.17,2.93
Brazil,Serie A,2020,07/02/2021,23:30,Bragantino,Flamengo RJ,1,1,D,3.23,3.75,2.18,3.32,3.79,2.26,3.12,3.58,2.13
Brazil,Serie A,2020,08/02/2021,23:00,Botafogo RJ,Gremio,2,5,A,7.13,4.57,1.47,7,4.5,1.57,6.34,4.15,1.5
Brazil,Serie A,2020,10/02/2021,22:00,Internacional,Sport Recife,1,2,A,1.51,4,7.99,1.53,4.52,8.57,1.48,3.91,7.29
Brazil,Serie A,2020,10/02/2021,22:15,Fortaleza,Vasco,3,0,H,2.06,3.01,4.59,2.11,3.14,4.85,2.01,2.94,4.36
Brazil,Serie A,2020,11/02/2021,00:00,Sao Paulo,Ceara,1,1,D,1.72,3.77,5.23,1.77,4.05,5.32,1.69,3.67,4.96
Brazil,Serie A,2020,11/02/2021,00:30,Corinthians,Athletico-PR,3,3,D,2.02,3.4,4.1,2.06,3.4,4.41,1.97,3.24,3.98
Brazil,Serie A,2020,11/02/2021,00:30,Fluminense,Atletico-MG,0,0,D,3.64,3.33,2.18,3.65,3.4,2.29,3.42,3.2,2.16
Brazil,Serie A,2020,13/02/2021,20:00,Goias,Botafogo RJ,2,0,H,1.82,3.92,4.31,1.88,3.92,4.5,1.8,3.67,4.17
Brazil,Serie A,2020,13/02/2021,22:00,Atletico-MG,Bahia,1,1,D,1.4,5.13,7.69,1.42,5.25,8.3,1.38,4.89,7.19
Brazil,Serie A,2020,13/02/2021,22:00,Santos,Coritiba,2,0,H,1.32,5.51,9.81,1.34,5.6,10.5,1.31,5.12,9.14
Brazil,Serie A,2020,14/02/2021,19:00,Flamengo RJ,Corinthians,2,1,H,1.32,5.67,9.82,1.36,5.7,11,1.31,5.19,9.12
Brazil,Serie A,2020,14/02/2021,19:00,Vasco,Internacional,0,2,A,3.37,3.08,2.43,3.45,3.1,2.47,3.29,2.98,2.35
Brazil,Serie A,2020,14/02/2021,21:15,Athletico-PR,Atletico GO,2,1,H,1.91,3.45,4.5,1.95,3.6,4.5,1.87,3.37,4.23
Brazil,Serie A,2020,14/02/2021,21:15,Palmeiras,Fortaleza,3,0,H,2.2,3.21,3.74,2.24,3.33,3.92,2.09,3.17,3.67
Brazil,Serie A,2020,14/02/2021,23:30,Gremio,Sao Paulo,1,2,A,2.28,3.37,3.36,2.32,3.5,3.49,2.2,3.27,3.28
Brazil,Serie A,2020,15/02/2021,21:00,Ceara,Fluminense,1,3,A,2.52,3.2,3.08,2.56,3.35,3.11,2.45,3.1,2.98
Brazil,Serie A,2020,15/02/2021,23:00,Sport Recife,Bragantino,0,0,D,4.57,3.69,1.83,4.75,3.8,1.86,4.37,3.59,1.79
Brazil,Serie A,2020,17/02/2021,22:00,Santos,Corinthians,1,0,H,2.42,3.2,3.25,2.44,3.32,3.3,2.29,3.18,3.17
Brazil,Serie A,2020,17/02/2021,22:30,Coritiba,Palmeiras,1,0,H,5.41,3.55,1.75,6,3.75,1.77,5.1,3.56,1.69
Brazil,Serie A,2020,20/02/2021,00:30,Sao Paulo,Palmeiras,1,1,D,2.22,3.15,3.55,2.27,3.26,3.8,2.17,3.12,3.48
Brazil,Serie A,2020,20/02/2021,21:30,Coritiba,Ceara,0,2,A,3.73,3.36,2.06,3.77,3.48,2.25,3.47,3.27,2.11
Brazil,Serie A,2020,21/02/2021,00:00,Fortaleza,Bahia,0,4,A,2.24,3.07,3.61,2.27,3.3,3.7,2.21,3.06,3.48
Brazil,Serie A,2020,21/02/2021,19:00,Corinthians,Vasco,0,0,D,1.85,3.74,4.41,1.92,3.75,4.53,1.83,3.49,4.24
Brazil,Serie A,2020,21/02/2021,19:00,Flamengo RJ,Internacional,2,1,H,1.61,4.07,5.87,1.64,4.3,6.45,1.58,3.95,5.66
Brazil,Serie A,2020,21/02/2021,19:00,Sport Recife,Atletico-MG,2,3,A,5.93,3.92,1.63,6,3.94,1.71,5.47,3.74,1.62
Brazil,Serie A,2020,21/02/2021,21:15,Gremio,Athletico-PR,1,0,H,1.94,3.24,4.38,1.98,3.54,4.59,1.9,3.25,4.29
Brazil,Serie A,2020,21/02/2021,21:15,Santos,Fluminense,1,1,D,2.48,3.16,3.19,2.52,3.24,3.3,2.36,3.08,3.15
Brazil,Serie A,2020,21/02/2021,23:30,Goias,Bragantino,0,0,D,4.5,3.93,1.73,4.66,4.05,1.85,4.27,3.81,1.75
Brazil,Serie A,2020,22/02/2021,21:00,Palmeiras,Atletico GO,1,1,D,1.58,4.17,6.07,1.67,4.17,6.5,1.57,3.93,5.66
Brazil,Serie A,2020,22/02/2021,23:00,Botafogo RJ,Sao Paulo,1,0,H,8.56,5.24,1.37,8.8,5.25,1.43,7.87,4.84,1.37
Brazil,Serie A,2020,26/02/2021,00:30,Athletico-PR,Sport Recife,2,0,H,1.84,3.63,4.59,1.9,3.64,4.75,1.81,3.48,4.42
Brazil,Serie A,2020,26/02/2021,00:30,Atletico GO,Coritiba,3,1,H,1.62,3.97,5.94,1.76,4.09,6.1,1.61,3.82,5.52
Brazil,Serie A,2020,26/02/2021,00:30,Atletico-MG,Palmeiras,2,0,H,1.51,4.66,6.16,1.56,4.66,7,1.5,4.38,5.93
Brazil,Serie A,2020,26/02/2021,00:30,Bahia,Santos,2,0,H,1.54,4.14,6.72,1.79,4.25,7,1.53,4.02,6.2
Brazil,Serie A,2020,26/02/2021,00:30,Bragantino,Gremio,1,0,H,1.7,4.02,5,1.76,4.02,6.9,1.7,3.79,4.74
Brazil,Serie A,2020,26/02/2021,00:30,Ceara,Botafogo RJ,2,1,H,1.88,3.91,4.06,1.9,4.2,4.9,1.81,3.81,4.02
Brazil,Serie A,2020,26/02/2021,00:30,Fluminense,Fortaleza,2,0,H,1.75,3.59,5.33,1.79,3.64,5.5,1.74,3.38,5.09
Brazil,Serie A,2020,26/02/2021,00:30,Internacional,Corinthians,0,0,D,1.47,4.36,7.74,1.5,4.75,7.81,1.45,4.19,7.2
Brazil,Serie A,2020,26/02/2021,00:30,Sao Paulo,Flamengo RJ,2,1,H,4.91,4.35,1.66,5.25,4.4,2,4.71,4.02,1.67
Brazil,Serie A,2020,26/02/2021,00:30,Vasco,Goias,3,2,H,1.85,3.7,4.43,1.9,3.75,5.6,1.82,3.56,4.25
Brazil,Serie A,2021,29/05/2021,23:00,Cuiaba,Juventude,2,2,D,2.27,3.11,3.69,2.27,3.25,3.79,2.21,3.06,3.51
Brazil,Serie A,2021,30/05/2021,00:00,Bahia,Santos,3,0,H,2.49,3.13,3.2,2.53,3.41,3.21,2.36,3.15,3.09
Brazil,Serie A,2021,30/05/2021,01:00,Sao Paulo,Fluminense,0,0,D,1.87,3.26,5.16,1.97,3.5,5.31,1.9,3.12,4.65
Brazil,Serie A,2021,30/05/2021,15:00,Atletico-MG,Fortaleza,1,2,A,1.48,4.42,7.31,1.53,4.42,8.1,1.47,4.14,6.98
Brazil,Serie A,2021,30/05/2021,20:00,Ceara,Gremio,3,2,H,3.74,3.23,2.19,3.91,3.29,2.23,3.62,3.09,2.16
Brazil,Serie A,2021,30/05/2021,20:00,Flamengo RJ,Palmeiras,1,0,H,1.85,3.61,4.61,1.88,3.76,4.77,1.82,3.52,4.33
Brazil,Serie A,2021,30/05/2021,22:15,Athletico-PR,America MG,1,0,H,2.53,2.96,3.33,2.57,3.25,3.37,2.44,2.95,3.18
Brazil,Serie A,2021,30/05/2021,22:15,Chapecoense-SC,Bragantino,0,3,A,4.14,3.33,2.03,4.23,3.33,2.08,3.88,3.25,2.02
Brazil,Serie A,2021,30/05/2021,22:15,Corinthians,Atletico GO,0,1,A,2.06,3.3,4.09,2.1,3.4,4.2,2.01,3.22,3.9
Brazil,Serie A,2021,31/05/2021,00:30,Internacional,Sport Recife,2,2,D,1.32,5.37,10.8,1.36,5.5,11.07,1.32,5.07,9.41
Brazil,Serie A,2021,05/06/2021,23:00,Atletico GO,Sao Paulo,2,0,H,3.49,2.87,2.51,3.65,3.1,2.51,3.38,2.84,2.41
Brazil,Serie A,2021,06/06/2021,01:00,Bragantino,Bahia,3,3,D,1.98,3.39,4.27,2.01,3.54,4.33,1.95,3.31,4.05
Brazil,Serie A,2021,06/06/2021,01:00,Santos,Ceara,3,1,H,1.94,3.37,4.46,2.08,3.5,4.58,1.96,3.32,4
Brazil,Serie A,2021,06/06/2021,15:00,Fluminense,Cuiaba,1,0,H,1.71,3.49,5.99,1.8,3.66,6,1.71,3.45,5.31
Brazil,Serie A,2021,06/06/2021,20:00,America MG,Corinthians,0,1,A,2.15,3.06,4.12,2.25,3.41,4.12,2.12,3.03,3.81
Brazil,Serie A,2021,06/06/2021,20:00,Fortaleza,Internacional,5,1,H,2.69,2.99,3.06,2.85,3.17,3.06,2.66,2.93,2.9
Brazil,Serie A,2021,06/06/2021,22:15,Juventude,Athletico-PR,0,3,A,2.92,3.01,2.8,3.02,3.1,2.88,2.82,2.95,2.7
Brazil,Serie A,2021,06/06/2021,22:15,Palmeiras,Chapecoense-SC,3,1,H,1.38,4.68,10.19,1.41,5.08,10.29,1.37,4.51,8.91
Brazil,Serie A,2021,07/06/2021,00:30,Sport Recife,Atletico-MG,0,1,A,4.49,3.44,1.92,4.75,3.5,2.01,4.23,3.33,1.9
Brazil,Serie A,2021,12/06/2021,23:00,Palmeiras,Corinthians,1,1,D,1.89,3.36,4.8,1.99,3.55,5,1.88,3.3,4.36
Brazil,Serie A,2021,12/06/2021,23:00,Santos,Juventude,0,0,D,1.65,3.85,5.82,1.68,4,6.32,1.63,3.73,5.51
Brazil,Serie A,2021,13/06/2021,20:00,Atletico-MG,Sao Paulo,1,0,H,2.17,3.23,3.78,2.22,3.37,3.83,2.12,3.19,3.6
Brazil,Serie A,2021,13/06/2021,20:00,Flamengo RJ,America MG,2,0,H,1.52,4.14,7.26,1.53,4.3,7.5,1.5,4.07,6.71
Brazil,Serie A,2021,13/06/2021,20:00,Gremio,Athletico-PR,0,1,A,1.88,3.27,5.04,1.9,3.5,5.14,1.83,3.25,4.78
Brazil,Serie A,2021,14/06/2021,00:30,Bahia,Internacional,0,1,A,2.61,3.32,2.86,2.7,3.32,2.94,2.54,3.19,2.8
Brazil,Serie A,2021,14/06/2021,00:30,Bragantino,Fluminense,2,2,D,2,3.32,4.29,2.08,3.45,4.3,1.99,3.26,3.94
Brazil,Serie A,2021,14/06/2021,00:30,Chapecoense-SC,Ceara,0,0,D,3.36,3.11,2.42,3.56,3.26,2.45,3.22,3.04,2.37
Brazil,Serie A,2021,14/06/2021,00:30,Fortaleza,Sport Recife,1,0,H,1.7,3.55,5.92,1.74,3.79,6.1,1.68,3.45,5.62
Brazil,Serie A,2021,16/06/2021,23:00,Internacional,Atletico-MG,0,1,A,2.54,3.2,3.05,2.63,3.3,3.12,2.5,3.12,2.88
Brazil,Serie A,2021,16/06/2021,23:00,Sao Paulo,Chapecoense-SC,1,1,D,1.36,5.26,9.07,1.38,5.26,9.86,1.35,4.88,8.64
Brazil,Serie A,2021,17/06/2021,00:30,Corinthians,Bragantino,1,2,A,2.57,3.03,3.18,2.68,3.13,3.29,2.51,2.95,3.07
Brazil,Serie A,2021,17/06/2021,01:30,Juventude,Palmeiras,0,3,A,5.22,3.45,1.8,5.79,3.6,1.85,5,3.39,1.76
Brazil,Serie A,2021,17/06/2021,20:00,America MG,Cuiaba,0,0,D,2.01,3.1,4.63,2.06,3.28,4.7,1.97,3.07,4.37
Brazil,Serie A,2021,17/06/2021,20:00,Ceara,Bahia,1,2,A,2.55,3.14,3.11,2.58,3.18,3.15,2.48,3.04,3.02
Brazil,Serie A,2021,17/06/2021,23:00,Atletico GO,Fortaleza,0,0,D,2.59,2.86,3.37,2.6,3.1,3.42,2.51,2.82,3.22
Brazil,Serie A,2021,17/06/2021,23:00,Fluminense,Santos,1,0,H,2.13,3.2,3.98,2.16,3.4,4.1,2.07,3.12,3.86
Brazil,Serie A,2021,17/06/2021,23:00,Sport Recife,Gremio,1,0,H,4.71,3.55,1.85,5,3.57,1.93,4.45,3.39,1.84
Brazil,Serie A,2021,20/06/2021,01:00,Flamengo RJ,Bragantino,2,3,A,1.64,4.01,5.64,1.68,4.01,6,1.63,3.78,5.33
Brazil,Serie A,2021,20/06/2021,15:00,Palmeiras,America MG,2,1,H,1.61,3.83,6.41,1.66,4,6.6,1.58,3.73,6.08
Brazil,Serie A,2021,20/06/2021,20:00,Bahia,Corinthians,0,0,D,2.44,3.11,3.32,2.46,3.16,3.5,2.34,3.04,3.27
Brazil,Serie A,2021,20/06/2021,20:00,Internacional,Ceara,1,1,D,1.67,3.66,6.12,1.72,3.74,6.12,1.67,3.54,5.44
Brazil,Serie A,2021,20/06/2021,22:15,Athletico-PR,Atletico GO,2,1,H,2.04,3.12,4.47,2.07,3.25,4.58,2.02,2.99,4.29
Brazil,Serie A,2021,20/06/2021,22:15,Fortaleza,Fluminense,1,1,D,2.39,2.97,3.59,2.4,3.08,3.7,2.33,2.94,3.4
Brazil,Serie A,2021,20/06/2021,22:15,Santos,Sao Paulo,2,0,H,3.27,3.21,2.41,3.27,3.21,2.5,3.06,3.09,2.41
Brazil,Serie A,2021,21/06/2021,00:30,Juventude,Sport Recife,1,0,H,2.48,2.97,3.41,2.55,3.1,3.49,2.42,2.93,3.21
Brazil,Serie A,2021,22/06/2021,00:00,Atletico-MG,Chapecoense-SC,1,1,D,1.29,5.79,10.78,1.31,6.03,11.93,1.28,5.43,10.08
Brazil,Serie A,2021,23/06/2021,23:00,Atletico GO,Fluminense,1,0,H,2.95,2.89,2.87,3,3.1,2.97,2.78,2.86,2.81
Brazil,Serie A,2021,23/06/2021,23:00,Bragantino,Palmeiras,3,1,H,2.64,3.22,2.91,2.65,3.36,2.95,2.55,3.15,2.81
Brazil,Serie A,2021,23/06/2021,23:00,Flamengo RJ,Fortaleza,2,1,H,1.45,4.38,8.22,1.49,4.5,8.23,1.44,4.23,7.42
Brazil,Serie A,2021,23/06/2021,23:00,Sao Paulo,Cuiaba,2,2,D,1.55,3.88,7.4,1.6,4,7.66,1.53,3.81,6.92
Brazil,Serie A,2021,24/06/2021,20:00,America MG,Juventude,1,1,D,1.84,3.23,5.46,1.85,3.41,6,1.77,3.23,5.25
Brazil,Serie A,2021,24/06/2021,23:00,Ceara,Atletico-MG,2,1,H,3.38,3.32,2.29,3.51,3.35,2.34,3.24,3.19,2.26
Brazil,Serie A,2021,24/06/2021,23:00,Chapecoense-SC,Internacional,1,2,A,4.49,3.27,1.97,4.69,3.48,2,4.22,3.19,1.94
Brazil,Serie A,2021,24/06/2021,23:00,Corinthians,Sport Recife,2,1,H,1.74,3.5,5.73,1.79,3.5,5.9,1.73,3.37,5.31
Brazil,Serie A,2021,25/06/2021,01:30,Bahia,Athletico-PR,2,1,H,2.77,2.97,2.99,2.8,3,3.25,2.61,2.86,3.02
Brazil,Serie A,2021,25/06/2021,01:30,Gremio,Santos,2,2,D,2.08,3.11,4.32,2.13,3.25,4.32,2.04,3.07,4.03
Brazil,Serie A,2021,27/06/2021,15:00,Juventude,Flamengo RJ,1,0,H,7.72,4.14,1.5,8.47,4.5,1.52,7.16,4.07,1.47
Brazil,Serie A,2021,27/06/2021,20:00,Fluminense,Corinthians,1,1,D,2.59,2.86,3.37,2.63,3.1,3.6,2.5,2.8,3.25
Brazil,Serie A,2021,28/06/2021,00:00,Athletico-PR,Chapecoense-SC,2,2,D,1.58,3.64,7.66,1.63,3.85,8.12,1.56,3.62,6.84
Brazil,Serie A,2021,28/06/2021,00:00,Gremio,Fortaleza,0,0,D,2.01,3.19,4.49,2.07,3.27,4.6,1.96,3.15,4.23
Brazil,Serie A,2021,28/06/2021,00:00,Palmeiras,Bahia,3,2,H,1.65,3.81,6.02,1.67,3.91,7,1.62,3.74,5.58
Brazil,Serie A,2021,28/06/2021,00:30,America MG,Internacional,1,1,D,2.84,3.01,2.87,2.85,3.1,2.95,2.75,2.93,2.79
Brazil,Serie A,2021,28/06/2021,00:30,Ceara,Sao Paulo,1,1,D,2.77,3.11,2.86,2.81,3.22,2.88,2.72,3.04,2.72
Brazil,Serie A,2021,28/06/2021,00:30,Santos,Atletico-MG,2,0,H,3,3.14,2.63,3,3.32,2.65,2.86,3.13,2.53
Brazil,Serie A,2021,28/06/2021,00:30,Sport Recife,Cuiaba,0,0,D,2.38,2.96,3.63,2.4,3.1,3.67,2.33,2.92,3.45
Brazil,Serie A,2021,29/06/2021,00:00,Atletico GO,Bragantino,0,1,A,3.53,3.27,2.25,3.6,3.32,2.28,3.33,3.21,2.21
Brazil,Serie A,2021,30/06/2021,20:00,Fluminense,Athletico-PR,1,4,A,2.51,2.95,3.37,2.56,3.07,3.42,2.44,2.9,3.22
Brazil,Serie A,2021,30/06/2021,20:00,Fortaleza,Chapecoense-SC,3,2,H,1.54,4.06,7.12,1.55,4.3,7.5,1.5,3.99,6.78
Brazil,Serie A,2021,30/06/2021,23:00,Bahia,America MG,3,4,A,2.18,3.15,3.86,2.2,3.32,3.92,2.12,3.11,3.69
Brazil,Serie A,2021,30/06/2021,23:00,Internacional,Palmeiras,1,2,A,2.65,3.12,2.98,2.7,3.25,3.04,2.58,3.1,2.84
Brazil,Serie A,2021,01/07/2021,00:30,Santos,Sport Recife,0,0,D,1.71,3.4,6.31,1.73,3.54,6.38,1.67,3.36,5.89
Brazil,Serie A,2021,01/07/2021,01:30,Corinthians,Sao Paulo,0,0,D,3.28,2.92,2.6,3.45,3.1,2.65,3.12,2.83,2.57
Brazil,Serie A,2021,01/07/2021,01:30,Juventude,Gremio,2,0,H,4.76,3.16,1.97,4.9,3.4,2.02,4.49,3.14,1.91
Brazil,Serie A,2021,01/07/2021,20:00,Bragantino,Ceara,0,0,D,1.64,3.92,5.86,1.67,4,6.01,1.62,3.79,5.47
Brazil,Serie A,2021,01/07/2021,23:00,Atletico-MG,Atletico GO,4,1,H,1.76,3.51,5.43,1.82,3.55,5.55,1.75,3.36,5.17
Brazil,Serie A,2021,02/07/2021,00:00,Cuiaba,Flamengo RJ,0,2,A,6.51,3.86,1.6,6.74,4,1.65,5.95,3.76,1.59
Brazil,Serie A,2021,03/07/2021,23:00,America MG,Santos,2,0,H,2.26,3.18,3.63,2.3,3.3,3.7,2.21,3.09,3.47
Brazil,Serie A,2021,03/07/2021,23:00,Athletico-PR,Fortaleza,2,1,H,2.1,3.18,4.1,2.17,3.28,4.17,2.09,3.09,3.84
Brazil,Serie A,2021,04/07/2021,01:00,Corinthians,Internacional,1,1,D,2.54,2.92,3.37,2.54,3.13,3.45,2.44,2.93,3.22
Brazil,Serie A,2021,04/07/2021,15:00,Chapecoense-SC,Bahia,0,2,A,3.26,3.25,2.39,3.4,3.4,2.42,3.17,3.2,2.3
Brazil,Serie A,2021,04/07/2021,20:00,Flamengo RJ,Fluminense,0,1,A,1.78,3.56,5.23,1.82,3.57,5.7,1.75,3.44,4.96
Brazil,Serie A,2021,04/07/2021,20:00,Sport Recife,Palmeiras,0,1,A,4.44,3.38,1.95,4.88,3.5,1.96,4.31,3.37,1.87
Brazil,Serie A,2021,04/07/2021,22:15,Ceara,Juventude,2,0,H,1.93,3.22,4.85,1.99,3.4,4.9,1.89,3.21,4.54
Brazil,Serie A,2021,04/07/2021,22:15,Cuiaba,Atletico-MG,0,1,A,4.66,3.33,1.93,4.75,3.33,1.95,4.47,3.24,1.89
Brazil,Serie A,2021,04/07/2021,22:15,Sao Paulo,Bragantino,1,2,A,2.27,3.16,3.63,2.4,3.16,3.72,2.27,3.05,3.39
Brazil,Serie A,2021,05/07/2021,00:30,Gremio,Atletico GO,0,1,A,1.54,4.18,6.71,1.61,4.2,7.2,1.53,3.96,6.41
Brazil,Serie A,2021,06/07/2021,23:30,Santos,Athletico-PR,2,1,H,2.7,3.08,2.96,2.73,3.16,3.02,2.62,3,2.85
Brazil,Serie A,2021,07/07/2021,22:00,Bahia,Juventude,1,0,H,1.79,3.42,5.43,1.81,3.65,5.6,1.74,3.42,5.05
Brazil,Serie A,2021,07/07/2021,22:00,Bragantino,Cuiaba,1,1,D,1.66,3.67,6.17,1.69,4,6.75,1.62,3.63,5.84
Brazil,Serie A,2021,07/07/2021,22:00,Fortaleza,America MG,4,0,H,1.87,3.47,4.72,1.91,3.53,4.9,1.83,3.35,4.54
Brazil,Serie A,2021,07/07/2021,23:00,Atletico-MG,Flamengo RJ,2,1,H,3.14,3.12,2.53,3.2,3.41,2.53,2.98,3.15,2.43
Brazil,Serie A,2021,07/07/2021,23:00,Palmeiras,Gremio,2,0,H,2.04,3.38,4.04,2.06,3.5,4.38,1.99,3.33,3.87
Brazil,Serie A,2021,07/07/2021,23:15,Atletico GO,Sport Recife,1,1,D,1.97,3.13,4.78,2.02,3.34,4.9,1.92,3.1,4.59
Brazil,Serie A,2021,08/07/2021,01:30,Fluminense,Ceara,0,0,D,2.3,2.99,3.78,2.34,3.1,3.78,2.24,2.95,3.57
Brazil,Serie A,2021,08/07/2021,01:30,Internacional,Sao Paulo,0,2,A,2.85,3.08,2.8,2.87,3.19,2.87,2.78,3,2.7
Brazil,Serie A,2021,09/07/2021,01:00,Chapecoense-SC,Corinthians,0,1,A,4.49,3.17,2.01,4.53,3.25,2.04,4.23,3.1,1.98
Brazil,Serie A,2021,10/07/2021,20:30,Gremio,Internacional,0,0,D,2.39,3.06,3.48,2.46,3.2,3.51,2.32,3.03,3.34
Brazil,Serie A,2021,10/07/2021,20:30,Palmeiras,Santos,3,2,H,1.54,4.08,6.98,1.6,4.2,7.72,1.53,4,6.46
Brazil,Serie A,2021,10/07/2021,21:30,Athletico-PR,Bragantino,2,2,D,2.6,3.3,2.9,2.71,3.4,3.05,2.55,3.18,2.83
Brazil,Serie A,2021,10/07/2021,23:00,America MG,Atletico-MG,0,1,A,4.12,3.38,2.01,4.2,3.38,2.06,4.01,3.23,1.99
Brazil,Serie A,2021,10/07/2021,23:00,Sao Paulo,Bahia,1,0,H,1.95,3.31,4.54,1.99,3.63,4.6,1.9,3.31,4.28
Brazil,Serie A,2021,10/07/2021,23:00,Sport Recife,Fluminense,1,2,A,2.81,2.93,2.97,3.06,3,3.01,2.75,2.83,2.9
Brazil,Serie A,2021,11/07/2021,15:00,Juventude,Atletico GO,1,1,D,2.58,2.95,3.27,2.72,3.1,3.35,2.55,2.85,3.15
Brazil,Serie A,2021,11/07/2021,22:15,Cuiaba,Ceara,2,2,D,2.92,2.94,2.86,3.16,3,2.93,2.87,2.83,2.79
Brazil,Serie A,2021,11/07/2021,22:15,Flamengo RJ,Chapecoense-SC,2,1,H,1.2,6.54,18.35,1.22,7,21,1.2,6.41,15.15
Brazil,Serie A,2021,12/07/2021,00:30,Fortaleza,Corinthians,1,0,H,2.41,2.96,3.56,2.44,3.16,3.6,2.32,2.95,3.41
Brazil,Serie A,2021,17/07/2021,21:00,Ceara,Athletico-PR,1,0,H,2.08,3.2,4.17,2.15,3.42,4.23,2.04,3.18,3.9
Brazil,Serie A,2021,17/07/2021,21:00,Sao Paulo,Fortaleza,0,1,A,2.15,3.11,4.07,2.25,3.14,4.23,2.12,3,3.84
Brazil,Serie A,2021,17/07/2021,23:00,Corinthians,Atletico-MG,1,2,A,2.72,3.03,2.98,2.83,3.2,3.1,2.67,2.94,2.88
